"","form","lemmata"
"ortum","ortum","ortus<n>;oriri<v>"
"os","os","os<n>"
"oscula","oscula","osculare<v>;osculum<n>"
"osculari","osculari","osculare<v>;osculari<v>"
"osculataque","osculataque","osculare<v>;osculari<v>"
"osculatique","osculatique","osculare<v>;osculari<v>"
"ossa","ossa","ossa<n>;ossum<n>;os<n>"
"ossucula","ossucula","ossuculum<n>"
"ostendam","ostendam","ostendere<v>"
"ostenderet","ostenderet","ostendere<v>"
"ostiarii","ostiarii","ostiarium<n>;ostiarius<adj>;ostiarius<n>"
"ostiarius","ostiarius","ostiarius<adj>;ostiarius<n>"
"ostio","ostio","ostium<n>"
"ostium","ostium","ostium<n>"
"ostrea","ostrea","ostrea<n>;ostreum<n>"
"otio","otio","otium<n>"
"ova","ova","ovare<v>;ovum<n>"
"ovaque","ovaque","ovare<v>;ovum<n>"
"oves","oves","ovare<v>;ovis<n>"
"ovillam","ovillam","ovillus<adj>"
"ovum","ovum","ovum<n>"
"oxycomina","oxycomina","oxycominum<n>"
"paene","paene","paene<adv>"
"paenitebit","paenitebit","paenitere<v>"
"palam","palam","palam<adv>;palam<prep>;pala<n>"
"palamedes","palamedes","palamedes"
"palato","palato","palare<v>;palari<v>;palatum<n>;palatus<n>"
"paleam","paleam","palea<n>"
"pallavit","pallavit","pallavit"
"palliis","palliis","pallium<n>"
"pallio","pallio","palliare<v>;pallium<n>"
"palmam","palmam","palma<n>"
"palmulis","palmulis","palmula<n>;palmulus<n>"
"palumbum","palumbum","palumbus<n>"
"pane","pane","pane<n>;panis<n>;panus<n>"
"panem","panem","panis<n>"
"panemque","panemque","panis<n>"
"panis","panis","pana<n>;pane<n>;panis<n>;panus<n>"
"pannos","pannos","pannus<n>"
"pansae","pansae","pandere<v>;pansa<n>"
"pantomimi","pantomimi","pantomimus<n>"
"papavere","papavere","papaver<n>"
"parandos","parandos","parare<v>"
"parari","parari","parare<v>;pararius<n>"
"parata","parata","parare<v>;paratus<adj>"
"parati","parati","parare<v>;paratus<adj>"
"paratissimus","paratissimus","paratus<adj>"
"paratus","paratus","parare<v>;paratus<adj>;paratus<n>"
"paravi","paravi","parare<v>"
"paravit","paravit","parare<v>"
"parcae","parcae","parcus<adj>"
"parce","parce","parcere<v>;parcus<adj>"
"parem","parem","parare<v>;par<adj>;par<n>"
"parentalia","parentalia","parentalis<adj>"
"parentat","parentat","parentare<v>"
"parentini","parentini","parentini"
"pariete","pariete","paries<n>"
"parietem","parietem","paries<n>"
"parietes","parietes","paries<n>"
"parit","parit","parere<v>;pascere<v>;pavere<v>"
"pariter","pariter","paritare<v>;par<adj>"
"paronychia","paronychia","paronychium<n>"
"paropsidem","paropsidem","paropsidem"
"paropsides","paropsides","paropsis<n>"
"paropsis","paropsis","paropsis<n>"
"parram","parram","parra<n>"
"parsero","parsero","parcere<v>"
"parte","parte","pars<n>;parere<v>"
"partem","partem","pars<n>"
"partes","partes","pars<n>"
"partis","partis","pars<n>;partire<v>;parere<v>"
"partitus","partitus","partire<v>;partiri<v>"
"parum","parum","parum<adv>;parus<n>"
"parvo","parvo","parvus<adj>"
"pascitur","pascitur","pascere<v>;pasci<v>"
"pasco","pasco","pascere<v>"
"pascunt","pascunt","pascere<v>"
"passam","passam","pandere<v>;passus<adj>;pati<v>"
"passeres","passeres","passer<n>"
"passis","passis","pandere<v>;passum<n>;passus<adj>;pati<v>"
"pataracina","pataracina","pataracina"
"patentibus","patentibus","patens<adj>;patere<v>"
"pater","pater","pater<n>"
"pateram","pateram","patera<n>"
"paternum","paternum","paternus<adj>"
"patiaris","patiaris","patere<v>;pati<v>"
"patrem","patrem","patrare<v>;pater<n>"
"patri","patri","patrium<n>;patrius<adj>;pater<n>"
"patria","patria","patria<n>;patrium<n>;patrius<adj>"
"patriae","patriae","patria<n>;patrius<adj>"
"patrimonio","patrimonio","patrimonium<n>"
"patrimonium","patrimonium","patrimonium<n>"
"patris","patris","pater<n>"
"patroni","patroni","patronus<n>"
"patrono","patrono","patronus<n>"
"paucos","paucos","paucus<adj>"
"paulisper","paulisper","paulisper<adv>"
"paulo","paulo","paulo<adv>;paulum<n>;paulus<adj>"
"paululum","paululum","paululum<adv>;paululus<adj>"
"pauper","pauper","pauper<adj>"
"pauperorum","pauperorum","pauperorum"
"pavimento","pavimento","pavimentare<v>;pavimentum<n>"
"pavimentum","pavimentum","pavimentum<n>"
"pavo","pavo","pavo<n>;pavus<n>"
"pavonina","pavonina","pavoninus<adj>"
"pavonis","pavonis","pavo<n>"
"pax","pax","pax<n>;pax<intj>"
"peccat","peccat","peccare<v>"
"peccatum","peccatum","peccare<v>;peccatum<n>;peccatus<n>"
"peccavit","peccavit","peccare<v>"
"pecora","pecora","pecus<n>"
"pectinesque","pectinesque","pecten<n>;pectinare<v>"
"peculii","peculii","peculium<n>"
"peculium","peculium","peculium<n>"
"pecunia","pecunia","pecunia<n>"
"pecunias","pecunias","pecunia<n>"
"pedale","pedale","pedalis<adj>"
"pede","pede","pedere<v>;pedis<n>;pes<n>"
"pedem","pedem","pedare<v>;pedis<n>;pes<n>"
"pedes","pedes","pedare<v>;pedere<v>;pedes<n>;pedis<n>;pes<n>"
"pedesque","pedesque","pedare<v>;pedere<v>;pedes<n>;pedis<n>;pes<n>"
"pedibus","pedibus","pedis<n>;pes<n>"
"peduclum","peduclum","peduclus<n>"
"pedum","pedum","pedum<n>;pes<n>"
"pegasus","pegasus","pegasus<n>"
"peius","peius","malus<adj>;peior<adj>"
"pelagiis","pelagiis","pelagia<n>;pelagium<n>;pelagius<adj>"
"pelve","pelve","pelvis<n>"
"pendebant","pendebant","pendere<v>"
"pendebat","pendebat","pendere<v>"
"pendentia","pendentia","pendere<v>"
"pendentibus","pendentibus","pendere<v>"
"pendere","pendere","pendere<v>"
"penes","penes","penes<prep>;penis<n>"
"pensa","pensa","pendere<v>;pensare<v>;pensum<n>;pensus<adj>"
"penthiacum","penthiacum","penthiacum"
"per","per","per<prep>"
"perbasiamus","perbasiamus","perbasiare<v>"
"perbonam","perbonam","perbonus<adj>"
"percolopabant","percolopabant","percolopare<v>"
"percoqui","percoqui","percoquere<v>"
"percucurrit","percucurrit","percurrere<v>"
"perculit","perculit","percellere<v>"
"percussit","percussit","percutere<v>"
"percussores","percussores","percussor<n>"
"perdiderat","perdiderat","perdere<v>"
"perdiderit","perdiderit","perdere<v>"
"perdiderunt","perdiderunt","perdere<v>"
"perdidisse","perdidisse","perdere<v>"
"perdidisset","perdidisset","perdere<v>"
"perdidit","perdidit","perdere<v>"
"perduxit","perduxit","perducere<v>"
"pereant","pereant","perire<v>"
"peregrina","peregrina","peregrinus<adj>"
"perfodit","perfodit","perfodere<v>"
"perfunde","perfunde","perfundere<v>"
"perfusum","perfusum","perfundere<v>"
"perfusus","perfusus","perfundere<v>"
"pergula","pergula","pergula<n>"
"periclitaretur","periclitaretur","periclitari<v>"
"periculo","periculo","periculum<n>"
"periisse","periisse","periisse"
"periit","periit","perire<v>"
"perima","perima","perima"
"perire","perire","perire<v>;periri<v>"
"periscelides","periscelides","periscelis<n>"
"peristasim","peristasim","peristasim"
"perlegimus","perlegimus","perlegere<v>;perligere<v>"
"permittetis","permittetis","permittere<v>"
"permitto","permitto","permittere<v>"
"perna","perna","perna<n>"
"pernae","pernae","perna<n>"
"perperam","perperam","perperam<adv>;perperus<adj>"
"perse","perse","perse"
"persecutus","persecutus","persequi<v>"
"persequi","persequi","persequi<v>"
"perseverat","perseverat","perserere<v>;perseverare<v>"
"persica","persica","persica"
"persuadeam","persuadeam","persuadere<v>"
"persuadeo","persuadeo","persuadere<v>"
"pertinere","pertinere","pertinere<v>"
"pertinet","pertinet","pertinere<v>"
"pertundimus","pertundimus","pertundere<v>"
"perveneramus","perveneramus","pervenire<v>"
"pervenero","pervenero","pervenire<v>"
"perveni","perveni","pervenire<v>"
"pervenimus","pervenimus","pervenire<v>"
"pervenirem","pervenirem","pervenire<v>"
"perventum","perventum","pervenire<v>"
"perversa","perversa","perversare<v>;perversus<adj>;pervertere<v>"
"pessime","pessime","malus<adj>;pessimus<adj>"
"pessum","pessum","pessum<n>;pessum<adv>;pessus<n>"
"petauristarii","petauristarii","petauristarius<n>"
"petauristarios","petauristarios","petauristarius<n>"
"petauristarius","petauristarius","petauristarius<n>"
"petii","petii","petere<v>"
"petiit","petiit","petere<v>"
"petissemus","petissemus","petissere<v>"
"petraitis","petraitis","petraitis"
"petunt","petunt","petere<v>"
"phaecasiaeque","phaecasiaeque","phaecasiae<n>"
"phaleratis","phaleratis","phaleratus<adj>"
"phantasia","phantasia","phantasia<n>"
"phialam","phialam","phiala<n>"
"philargyre","philargyre","philargyre"
"philargyro","philargyro","philargyro"
"phileronem","phileronem","phileronem"
"phileros","phileros","phileros"
"philerosque","philerosque","philerosque"
"philologiam","philologiam","philologia<n>"
"philosophos","philosophos","philosophus<adj>;philosophus<n>"
"philosophum","philosophum","philosophus<adj>;philosophus<n>"
"phreneticus","phreneticus","phreneticus<adj>"
"piam","piam","pius<adj>"
"pica","pica","picare<v>;pica<n>"
"picta","picta","pictus<adj>;pingere<v>"
"pictas","pictas","pictus<adj>;pingere<v>"
"pictor","pictor","pictor<n>"
"pictum","pictum","pictus<adj>;pingere<v>"
"picturas","picturas","pictura<n>;pingere<v>"
"pictus","pictus","pictus<adj>;pingere<v>"
"pietaticultrix","pietaticultrix","pietaticultrix<n>"
"pila","pila","pilare<v>;pila<n>;pilum<n>"
"pilabat","pilabat","pilare<v>"
"pilas","pilas","pilare<v>;pila<n>"
"pilavit","pilavit","pilare<v>"
"pili","pili","pilum<n>;pilus<n>"
"pilleata","pilleata","pilleatus<adj>"
"pilleatus","pilleatus","pilleatus<adj>"
"pilleum","pilleum","pilleum<n>;pilleus<n>"
"pingit","pingit","pingere<v>"
"pinguem","pinguem","pinguis<adj>"
"pingui","pingui","pinguis<adj>"
"pinguissimam","pinguissimam","pinguis<adj>"
"pinna","pinna","pinna<n>"
"pinnis","pinnis","pinna<n>"
"piper","piper","piper<n>"
"piperato","piperato","piperatus<adj>"
"piperatum","piperatum","piperatus<adj>"
"piscatores","piscatores","piscator<n>"
"piscem","piscem","piscis<n>"
"pisces","pisces","piscis<n>"
"piscesque","piscesque","piscis<n>"
"piscibus","piscibus","piscis<n>"
"pisciculum","pisciculum","pisciculus<n>"
"piscinam","piscinam","piscina<n>"
"pistor","pistor","pistare<v>;pistor<n>"
"pistore","pistore","pistor<n>"
"pistores","pistores","pistor<n>"
"pistoria","pistoria","pistorius<adj>"
"pistoribus","pistoribus","pistor<n>"
"pistrinum","pistrinum","pistrinum<n>"
"pisum","pisum","pinsere<v>;pisum<n>"
"pittacia","pittacia","pittacium<n>"
"pius","pius","pius<adj>"
"placavit","placavit","placare<v>"
"placebat","placebat","placere<v>"
"placemus","placemus","placare<v>;placere<v>"
"placens","placens","placere<v>"
"placent","placent","placare<v>;placere<v>"
"placenta","placenta","placenta<n>"
"placentae","placentae","placenta<n>"
"placentis","placentis","placenta<n>;placere<v>"
"placeret","placeret","placere<v>"
"placet","placet","placare<v>;placere<v>"
"placuissent","placuissent","placere<v>"
"plaga","plaga","plagare<v>;plaga<n>"
"plagas","plagas","plagare<v>;plaga<n>"
"plagis","plagis","plaga<n>"
"planctus","planctus","planctus<n>;plangere<v>"
"plane","plane","planus<adj>;planus<n>"
"plangeret","plangeret","plangere<v>"
"plaudebat","plaudebat","plaudere<v>"
"plaudentem","plaudentem","plaudere<v>"
"plausum","plausum","plaudere<v>;plausus<n>"
"plena","plena","plenus<adj>"
"plenis","plenis","plenus<adj>"
"plenum","plenum","plenus<adj>"
"plocame","plocame","plocamos<n>"
"plodo","plodo","plodere<v>"
"plorantem","plorantem","plorare<v>"
"plorare","plorare","plorare<v>"
"ploras","ploras","plorare<v>"
"ploravit","ploravit","plorare<v>"
"plores","plores","plorare<v>"
"ploro","ploro","plorare<v>"
"plovebat","plovebat","plovebat"
"plumato","plumato","plumare<v>;plumatus<adj>"
"plumbum","plumbum","plumbum<n>"
"plures","plures","multus<adj>"
"plurima","plurima","multus<adj>"
"plurimi","plurimi","multus<adj>"
"plurimum","plurimum","multus<adj>"
"pluris","pluris","pluere<v>"
"plus","plus","multus<adj>"
"plussciae","plussciae","plusscius<adj>"
"poculis","poculis","poculum<n>"
"poculo","poculo","poculum<n>"
"poculumque","poculumque","poculum<n>"
"podagricus","podagricus","podagricus<adj>"
"poemata","poemata","poema<n>"
"poenae","poenae","poena<n>"
"poenam","poenam","poena<n>"
"poetarum","poetarum","poeta<n>;poetes<n>"
"pollicem","pollicem","pollex<n>"
"pollices","pollices","pollex<n>;pollicere<v>"
"polymita","polymita","polymitus<adj>"
"poma","poma","pomum<n>"
"pompam","pompam","pompa<n>"
"pompeiani","pompeiani","pompeiani"
"pompeianis","pompeianis","pompeianis"
"pompeio","pompeio","pompeio"
"pompeius","pompeius","pompeius"
"pomum","pomum","pomum<n>;pomus<n>"
"ponas","ponas","ponere<v>"
"ponderis","ponderis","pondus<n>"
"ponderosa","ponderosa","ponderosus<adj>"
"pondo","pondo","pondo<adv>"
"pondus","pondus","pondus<n>"
"ponebat","ponebat","ponere<v>"
"ponetis","ponetis","ponere<v>"
"ponticuli","ponticuli","ponticulus<n>"
"poposcerat","poposcerat","poscere<v>"
"poposci","poposci","poscere<v>"
"poposcisset","poposcisset","poscere<v>"
"poposcit","poposcit","poscere<v>"
"populi","populi","populus<n>"
"populum","populum","populus<n>"
"populus","populus","populus<n>"
"poqanei","poqanei","poqanei"
"porcelli","porcelli","porcellus<n>"
"porcique","porcique","porcus<n>"
"porco","porco","porcus<n>"
"porcos","porcos","porcus<n>"
"porcum","porcum","porcus<n>"
"porcus","porcus","porcus<n>"
"porreximus","porreximus","porricere<v>;porrigere<v>"
"porrexit","porrexit","porricere<v>;porrigere<v>"
"porri","porri","porrum<n>;porrus<n>"
"porro","porro","porro<adv>;porrum<n>;porrus<n>"
"portare","portare","portare<v>"
"portenta","portenta","portendere<v>;portentum<n>"
"porticu","porticu","porticus<n>"
"porticum","porticum","porticus<n>"
"porticus","porticus","porticus<n>"
"posita","posita","ponere<v>"
"positam","positam","ponere<v>"
"positi","positi","ponere<v>"
"posito","posito","ponere<v>"
"positum","positum","ponere<v>;positus<n>"
"positus","positus","ponere<v>;positus<n>"
"positusque","positusque","ponere<v>;positus<n>"
"posse","posse","posse<v>"
"posses","posses","posse<v>"
"posset","posset","posse<v>"
"possideam","possideam","possidere<v>"
"possideo","possideo","possidere<v>"
"possides","possides","possidere<v>"
"possidet","possidet","possidere<v>"
"possit","possit","posse<v>"
"post","post","post<adv>;post<prep>"
"poste","poste","ponere<v>;poste<prep>;postis<n>"
"postea","postea","postea<adv>"
"postibus","postibus","postis<n>"
"postquam","postquam","postquam<conj>"
"posuerunt","posuerunt","ponere<v>"
"posui","posui","ponere<v>"
"posuit","posuit","ponere<v>"
"potabant","potabant","potare<v>"
"potantibus","potantibus","potare<v>"
"potare","potare","potare<v>"
"pote","pote","potare<v>;potis<adj>;potus<adj>"
"potentiae","potentiae","potentia<n>"
"poteram","poteram","posse<v>"
"poterat","poterat","posse<v>"
"potes","potes","posse<v>;potare<v>;potis<adj>"
"potest","potest","posse<v>"
"potestatem","potestatem","potestas<n>"
"potio","potio","potire<v>;potio<n>"
"potione","potione","potire<v>;potio<n>"
"potionem","potionem","potionare<v>;potio<n>"
"potionemque","potionemque","potionare<v>;potio<n>"
"potiones","potiones","potionare<v>;potio<n>"
"potiunculis","potiunculis","potiuncula<n>"
"potius","potius","potis<adj>;potius<adv>;potus<adj>"
"potuero","potuero","posse<v>"
"potui","potui","posse<v>;potus<n>"
"potuisse","potuisse","posse<v>"
"potuisses","potuisses","posse<v>"
"potuit","potuit","posse<v>"
"prae","prae","prae<prep>"
"praecedentibus","praecedentibus","praecedere<v>"
"praeceptum","praeceptum","praeceptum<n>;praecipere<v>"
"praeciderem","praeciderem","praecidere<v>"
"praecipiti","praecipiti","praeceps<adj>;praecipitium<n>;praecipitus<adj>"
"praecipue","praecipue","praecipue<adv>;praecipuus<adj>"
"praecisa","praecisa","praecidere<v>;praecisum<n>;praecisus<adj>"
"praeconem","praeconem","praeconare<v>;praeco<n>"
"praecordia","praecordia","praecordia<n>"
"praedicare","praedicare","praedicare<v>;praedicere<v>"
"praedio","praedio","praedium<n>"
"praefiscini","praefiscini","praefiscini<adv>"
"praeponam","praeponam","praeponere<v>"
"praeposuerunt","praeposuerunt","praeponere<v>"
"praesentem","praesentem","praesens<adj>;praesentare<v>"
"praesidium","praesidium","praeses<adj>;praesidium<n>"
"praesto","praesto","praestare<v>;praesto<adv>;praestus<adj>"
"praeter","praeter","praeter<prep>"
"praeterea","praeterea","praeterea<adv>"
"praeterire","praeterire","praeterire<v>"
"praeterisset","praeterisset","praeterire<v>"
"praetextam","praetextam","praetexta<n>;praetextus<adj>;praetexere<v>"
"praetextatum","praetextatum","praetextatus<adj>"
"praetorem","praetorem","praetor<n>"
"praetorio","praetorio","praetorium<n>;praetorius<adj>;praetorius<n>"
"prande","prande","prandere<v>"
"prasina","prasina","prasinus<adj>"
"prasinatus","prasinatus","prasinatus<adj>"
"prasinianus","prasinianus","prasinianus<n>"
"prasinus","prasinus","prasinus<adj>"
"praxim","praxim","praxim"
"precibus","precibus","preces<n>;prex<n>"
"premerem","premerem","premere<v>"
"pretiosior","pretiosior","pretiosus<adj>"
"pretiosum","pretiosum","pretiosus<adj>"
"pretium","pretium","pretium<n>"
"priapus","priapus","priapus"
"pridie","pridie","pridie<adv>"
"prima","prima","prae<adj>;primus<adj>;primus<num>"
"primae","primae","prae<adj>;primus<adj>;primus<num>"
"primam","primam","prae<adj>;primus<adj>;primus<num>"
"primigeni","primigeni","primigenius<adj>;primigenus<adj>"
"primitiis","primitiis","primitiae<n>"
"primitus","primitus","primitus<adv>"
"primo","primo","prae<adj>;primo<adv>;primus<adj>;primus<num>"
"primos","primos","prae<adj>;primus<adj>;primus<num>"
"primum","primum","prae<adj>;primum<adv>;primus<adj>;primus<num>"
"primus","primus","prae<adj>;primus<adj>;primus<num>"
"principium","principium","principium<n>"
"priore","priore","prae<adj>;prior<adj>"
"privatum","privatum","privare<v>;privatum<n>;privatus<adj>"
"pro","pro","pro<prep>;pro<intj>"
"probaremus","probaremus","probare<v>"
"probitas","probitas","probitas<n>;probitere<v>"
"procellam","procellam","procella<n>;procellere<v>"
"processit","processit","procedere<v>"
"proclamavit","proclamavit","proclamare<v>"
"procubuit","procubuit","procubare<v>;procumbere<v>"
"procucurrit","procucurrit","procurrere<v>"
"proculus","proculus","proculus<adj>"
"procurator","procurator","procurare<v>;procurator<n>"
"procurrerunt","procurrerunt","procurrere<v>"
"prodisset","prodisset","prodire<v>"
"proeliantes","proeliantes","proeliare<v>;proeliari<v>"
"profer","profer","profari<v>;proferre<v>"
"profuit","profuit","proesse<v>"
"proicere","proicere","proicere<v>"
"proieci","proieci","proicere<v>"
"proiecit","proiecit","proicere<v>"
"proiectisque","proiectisque","proicere<v>;proiectus<adj>"
"promulsidari","promulsidari","promulsidare<n>"
"properaret","properaret","properare<v>"
"propinasse","propinasse","propinare<v>"
"propitiam","propitiam","propitius<adj>"
"propitii","propitii","propitius<adj>"
"propitium","propitium","propitius<adj>"
"propius","propius","prope<adj>;propior<adj>"
"proprium","proprium","proprius<adj>"
"propter","propter","propter<adv>;propter<prep>"
"proscripsit","proscripsit","proscribere<v>"
"prosequeremur","prosequeremur","prosequi<v>"
"prospectu","prospectu","prospectus<n>;prospicere<v>"
"prostare","prostare","prostare<v>"
"protulit","protulit","proferre<v>"
"providet","providet","providere<v>"
"provocare","provocare","provocare<v>"
"proximae","proximae","prope<adj>;proximus<adj>"
"proxime","proxime","prope<adj>;proximus<adj>"
"proximis","proximis","prope<adj>;proximus<adj>"
"proximus","proximus","prope<adj>;proximus<adj>"
"prudentissimus","prudentissimus","prudens<adj>"
"pruna","pruna","pruna<n>;prunum<n>"
"publicatis","publicatis","publicare<v>"
"publico","publico","publicare<v>;publicus<adj>"
"publicum","publicum","publicus<adj>"
"publilium","publilium","publilium"
"pudeatur","pudeatur","pudere<v>"
"pudet","pudet","pudere<v>;pudet<v>"
"pudorem","pudorem","pudor<n>"
"puellae","puellae","puella<n>"
"puer","puer","puer<n>"
"pueri","pueri","puerus<n>;puer<n>"
"pueris","pueris","puera<n>;puerus<n>;puer<n>"
"puero","puero","puerus<n>;puer<n>"
"pueros","pueros","puerus<n>;puer<n>"
"puerque","puerque","puer<n>"
"puerum","puerum","puerus<n>;puer<n>"
"puerumque","puerumque","puerus<n>;puer<n>"
